,First,Last,Nickname,Ht,Wt,Reach,Stance,Win,Loss,Draw,Total Fights,Wt_numeric,Htcm
895,Dustin,Jacoby,,"6' 4""",185 lbs.,"78.0""",Orthodox,6,3,0,9,185,193.04
896,Helio,Dipp,,"6' 5""",185 lbs.,--,Orthodox,6,3,0,9,185,195.57999999999998
897,Jon Olav,Einemo,The Viking,"6' 6""",253 lbs.,--,Orthodox,6,3,0,9,265,198.12
901,Chris,Avila,,"5' 10""",145 lbs.,"72.0""",Orthodox,5,4,0,9,145,177.8
902,Alex,Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",,5,4,0,9,115,160.02
903,AJ,Fonseca,,"5' 4""",145 lbs.,--,,5,4,0,9,145,162.56
904,Elizabeth,Phillips,,"5' 6""",135 lbs.,"65.0""",Orthodox,5,4,0,9,135,167.64000000000001
905,Ashley,Yoder,Spider Monkey,"5' 7""",115 lbs.,"69.0""",Southpaw,5,4,0,9,115,170.18
906,Sarah,Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",,5,4,0,9,135,170.18
907,Matt,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,4,0,9,265,170.18
908,Ricky,Johnson,,"5' 8""",145 lbs.,--,Orthodox,5,4,0,9,145,172.72
909,Alexis,Dufresne,Sneaky Zebra,"5' 9""",135 lbs.,"68.0""",Orthodox,5,4,0,9,135,175.26
910,John,Kelly,,"5' 9""",170 lbs.,--,,5,4,0,9,170,175.26
911,Darryl,Cobb,,"5' 9""",185 lbs.,--,,5,4,0,9,185,175.26
912,Chris,Cope,C-Murder,"6' 0""",170 lbs.,"72.0""",Orthodox,5,4,0,9,170,182.88
913,Gregory,Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5,4,0,9,183,187.96
914,Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0,9,205,190.5
915,Icho,Larenas,,"6' 3""",235 lbs.,--,Orthodox,5,4,0,9,265,190.5
916,Humberto,Brown,El Gato Negro,"5' 10""",145 lbs.,"71.0""",,4,5,0,9,145,177.8
917,Ariel,Beck,Sunshine,"5' 6""",125 lbs.,"66.0""",,4,5,0,9,125,167.64000000000001
918,David,Barrios,,"5' 6""",145 lbs.,--,,4,5,0,9,145,167.64000000000001
919,Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0,9,135,172.72
921,Junie,Browning,,"5' 9""",155 lbs.,--,Orthodox,4,5,0,9,155,175.26
922,Lance,Gibson,Fearless,"5' 9""",185 lbs.,--,Orthodox,4,5,0,9,185,175.26
923,Jason,Fairn,,"6' 1""",230 lbs.,--,,4,5,0,9,265,185.42
924,Kim,Couture,Sugar Free,"5' 8""",135 lbs.,--,Orthodox,3,6,0,9,135,172.72
927,Sean,O'Malley,Sugar,"5' 11""",135 lbs.,"72.0""",Switch,10,0,0,10,135,180.34
928,Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,10,135,170.18
929,Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,10,0,0,10,135,172.72
930,Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,10,0,0,10,265,187.96
931,Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,"73.0""",,9,1,0,10,170,177.8
932,Christopher,Lopez,,"5' 10""",170 lbs.,--,,9,1,0,10,170,177.8
933,Abdul,Razak Alhassan,,"5' 10""",170 lbs.,"73.0""",Orthodox,9,1,0,10,170,177.8
934,Yan,Xiaonan,Nine,"5' 5""",115 lbs.,"63.0""",Orthodox,9,1,0,10,115,165.1
935,Joseph,Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,1,0,10,125,167.64000000000001
936,Ivan,Lopez,,"5' 6""",135 lbs.,--,Southpaw,8,1,1,10,135,167.64000000000001
937,Yusup,Saadulaev,Maestro,"5' 6""",135 lbs.,--,,8,1,1,10,135,167.64000000000001
938,Ricardo,Palacios,El Gallero,"5' 6""",145 lbs.,--,Orthodox,9,1,0,10,145,167.64000000000001
939,Petr,Yan,No Mercy,"5' 7""",135 lbs.,"67.0""",Switch,9,1,0,10,135,170.18
940,Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0,10,145,170.18
941,Jay,Cucciniello,Mellow Fellow,"5' 7""",155 lbs.,--,Orthodox,9,1,0,10,155,170.18
942,Rico,DiSciullo,,"5' 8""",135 lbs.,"71.0""",Orthodox,9,1,0,10,135,172.72
943,Hakeem,Dawodu,Mean,"5' 8""",145 lbs.,"73.0""",Orthodox,8,1,1,10,145,172.72
944,Muhammed,Lawal,King Mo,"6' 0""",205 lbs.,"78.0""",Southpaw,9,1,0,10,205,182.88
945,Tim,Caron,The Bear,"6' 1""",185 lbs.,--,Orthodox,9,1,0,10,185,185.42
946,Nate,Loughran,,"6' 2""",185 lbs.,--,Orthodox,9,1,0,10,185,187.96
947,Jordan,Wright,The Beverly Hills Ninja,"6' 2""",185 lbs.,"77.0""",Orthodox,9,1,0,10,185,187.96
948,Jeff,Hughes,Lights Out,"6' 2""",250 lbs.,"78.0""",Orthodox,9,1,0,10,265,187.96
949,Magomed,Ankalaev,,"6' 3""",205 lbs.,"75.0""",Orthodox,9,1,0,10,205,190.5
950,Justin,Ledet,El Blanco,"6' 4""",205 lbs.,"80.0""",Orthodox,9,1,0,10,205,193.04
951,Ben,Wall,Manimal,"5' 10""",155 lbs.,"73.0""",Orthodox,7,2,1,10,155,177.8
952,Jonavin,Webb,The Spyder,"5' 10""",170 lbs.,"71.0""",Orthodox,8,2,0,10,170,177.8
953,Eddie,Mendez,,"5' 10""",185 lbs.,"76.0""",,7,2,1,10,185,177.8
954,Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,8,2,0,10,170,180.34
955,Marcos,da Matta,Parrumpinha,"5' 4""",145 lbs.,--,,8,2,0,10,145,162.56
956,Carls,John De Tomas,CJ,"5' 5""",125 lbs.,"71.0""",Southpaw,8,2,0,10,125,165.1
957,Josh,Paiva,,"5' 6""",125 lbs.,--,,8,2,0,10,125,167.64000000000001
958,Lucie,Pudilova,Bullet,"5' 8""",135 lbs.,"67.0""",Orthodox,8,2,0,10,135,172.72
959,Jose,Quinonez,Teco,"5' 8""",135 lbs.,"69.0""",,8,2,0,10,135,172.72
960,Ernest,Chavez,The Mad Titan,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,10,145,172.72
961,Davi,Ramos,Tasmanian Devil,"5' 8""",170 lbs.,"70.0""",Orthodox,8,2,0,10,170,172.72
962,Aaron,Phillips,The Model,"5' 9""",135 lbs.,"70.0""",Southpaw,8,2,0,10,135,175.26
963,Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,"72.0""",Southpaw,8,2,0,10,145,175.26
964,David,Michaud,BullDawg,"5' 9""",155 lbs.,"72.0""",Orthodox,8,2,0,10,155,175.26
965,Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,10,155,175.26
966,CJ,Keith,,"6' 0""",155 lbs.,--,Orthodox,8,2,0,10,155,182.88
967,Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,10,155,182.88
968,Sean,Lally,The Unpredictable One,"6' 0""",170 lbs.,"74.0""",Orthodox,8,2,0,10,170,182.88
969,Hisaki,Kato,,"6' 0""",185 lbs.,--,,8,2,0,10,185,182.88
970,Clifford,Starks,,"6' 0""",185 lbs.,"77.0""",Orthodox,8,2,0,10,185,182.88
971,Wagner,Prado,Caldeirao,"6' 0""",205 lbs.,"74.0""",Southpaw,8,2,0,10,205,182.88
972,Cory,Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,8,2,0,10,205,182.88
973,Alexandru,Lungu,,"6' 0""",385 lbs.,--,Orthodox,8,2,0,10,300,182.88
974,Niklas,Backstrom,,"6' 1""",145 lbs.,"74.0""",Orthodox,8,2,0,10,145,185.42
975,Teemu,Packalen,Pacu,"6' 1""",155 lbs.,"72.0""",Orthodox,8,2,0,10,155,185.42
976,John,Salter,,"6' 1""",185 lbs.,"74.0""",Southpaw,8,2,0,10,185,185.42
977,Khalil,Rountree Jr.,The War Horse,"6' 1""",205 lbs.,"76.0""",Southpaw,8,2,0,10,205,185.42
978,Saparbeg,Safarov,,"6' 1""",205 lbs.,"78.0""",Orthodox,8,2,0,10,205,185.42
979,Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,8,2,0,10,265,187.96
980,Adam,Milstead,The Prototype,"6' 3""",240 lbs.,"76.0""",Orthodox,8,2,0,10,265,190.5
983,Josh,San Diego,JSD,"5' 10""",135 lbs.,--,,7,3,0,10,135,177.8
984,Ryan,Couture,,"5' 10""",155 lbs.,"75.0""",Orthodox,7,3,0,10,155,177.8
985,Ed,Ratcliff,9mm,"5' 10""",155 lbs.,"71.0""",Orthodox,7,3,0,10,155,177.8
986,Roman,Mitichyan,,"5' 10""",170 lbs.,--,Orthodox,7,3,0,10,170,177.8
987,Motoki,Miyazawa,,"5' 11""",168 lbs.,--,Southpaw,7,3,0,10,168,180.34
988,Anton,Zafir,The Professor,"5' 11""",170 lbs.,"72.0""",Orthodox,7,3,0,10,170,180.34
989,Chalid,Arrab,Die Faust,"5' 11""",205 lbs.,--,Orthodox,7,3,0,10,205,180.34
990,Abongo,Humphrey,,"5' 11""",205 lbs.,--,Orthodox,7,3,0,10,205,180.34
991,Jaimee,Nievera,Queenie,"5' 5""",125 lbs.,--,Orthodox,7,3,0,10,125,165.1
992,Shawn,Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,7,3,0,10,135,165.1
993,Paul,Ruiz,,"5' 6""",135 lbs.,--,,7,3,0,10,135,167.64000000000001
994,Joe,Warren,,"5' 6""",135 lbs.,--,Orthodox,7,3,0,10,135,167.64000000000001
995,Brian,Melancon,,"5' 8""",170 lbs.,"72.0""",Orthodox,7,3,0,10,170,172.72
996,Germaine,de Randamie,The Iron Lady,"5' 9""",135 lbs.,"71.0""",Orthodox,7,3,0,10,135,175.26
997,Caros,Fodor,The Future,"5' 9""",155 lbs.,"76.0""",Orthodox,7,3,0,10,155,175.26
998,Justin,Bruckmann,Loaf,"5' 9""",170 lbs.,--,Orthodox,7,3,0,10,170,175.26
999,Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0,10,170,175.26
1000,Curt,Warburton,,"6' 0""",155 lbs.,"73.0""",Orthodox,7,3,0,10,155,182.88
1001,Nate,Moore,,"6' 0""",170 lbs.,--,,7,3,0,10,170,182.88
1002,Reese,Andy,Riptide,"6' 0""",205 lbs.,--,Orthodox,7,3,0,10,205,182.88
1003,Jon,Manley,,"6' 1""",170 lbs.,"75.0""",Orthodox,7,3,0,10,170,185.42
1004,Matthew,Riddle,Deep Waters,"6' 1""",170 lbs.,"74.0""",Southpaw,7,3,0,10,170,185.42
1005,Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0,10,170,185.42
1006,Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,7,3,0,10,170,185.42
1007,Cameron,Olson,Cap'n Crunch,"6' 1""",205 lbs.,"75.0""",Orthodox,7,3,0,10,205,185.42
1008,Dan,Cramer,,"6' 2""",170 lbs.,--,Orthodox,7,3,0,10,170,187.96
1009,Jonathan,Wilson,Johnny Bravo,"6' 2""",205 lbs.,"75.0""",Southpaw,7,3,0,10,205,187.96
1010,Shelton,Graves,The Gravedigger,"6' 2""",255 lbs.,"76.0""",Southpaw,7,3,0,10,265,187.96
1011,Chris,Birchler,The Big Buck,"6' 3""",205 lbs.,"79.0""",Switch,7,3,0,10,205,190.5
1012,Guilherme,Viana,,"6' 4""",205 lbs.,--,,7,3,0,10,205,193.04
1013,Marcio,Cruz,Pe de Pano,"6' 4""",232 lbs.,--,Orthodox,7,3,0,10,265,193.04
1014,Daniel,Gallemore,Big Kansas,"6' 5""",265 lbs.,--,,7,3,0,10,265,195.57999999999998
1015,Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,7,3,0,10,265,198.12
1021,Greg,McIntyre,,"5' 10""",155 lbs.,--,Orthodox,6,4,0,10,155,177.8
1022,Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,10,155,177.8
1023,George,Stork,,"5' 10""",185 lbs.,--,,6,4,0,10,185,177.8
1024,Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,10,185,180.34
1025,Carl,Malenko,,"5' 11""",200 lbs.,--,Orthodox,6,4,0,10,200,180.34
1026,Lissette,Neri,,"5' 2""",145 lbs.,--,,6,4,0,10,145,157.48000000000002
1027,Jodie,Esquibel,,"5' 3""",115 lbs.,"64.0""",Orthodox,6,4,0,10,115,160.02
1028,Louis,Gaudinot,Goodnight,"5' 3""",125 lbs.,"63.0""",Orthodox,6,4,0,10,125,160.02
1029,Lacey,Schuckman,,"5' 3""",125 lbs.,--,,6,4,0,10,125,160.02
1030,Jason,McLean,,"5' 5""",145 lbs.,--,,6,4,0,10,145,165.1
1031,Melinda,Fabian,,"5' 6""",125 lbs.,"66.0""",,4,4,2,10,125,167.64000000000001
1032,Jocelyn,Jones-Lybarger,,"5' 7""",115 lbs.,"64.0""",Orthodox,6,4,0,10,115,170.18
1033,Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,Orthodox,6,4,0,10,145,172.72
1034,Russell,Patrick,,"5' 9""",145 lbs.,--,,6,4,0,10,145,175.26
1035,John,Lewis,,"6' 0""",155 lbs.,--,Southpaw,3,4,3,10,155,182.88
1036,Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,6,4,0,10,155,182.88
1037,Thomas,Diagne,,"6' 1""",154 lbs.,--,,5,4,1,10,154,185.42
1038,Mike,Rhodes,Biggie,"6' 1""",170 lbs.,"74.0""",Orthodox,6,4,0,10,170,185.42
1039,Kevin,Haley,The North Woods Nightmare,"6' 2""",205 lbs.,--,,6,4,0,10,205,187.96
1040,Jason,Freeman,,"6' 2""",225 lbs.,--,,6,4,0,10,265,187.96
1041,Daniel,Gracie,,"6' 2""",225 lbs.,--,Orthodox,5,4,1,10,265,187.96
1042,Guto,Inocente,,"6' 3""",205 lbs.,"77.0""",Orthodox,6,4,0,10,205,190.5
1043,Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0,10,265,190.5
1044,Jon,Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6,4,0,10,265,190.5
1045,Justin,McElfresh,,"6' 6""",205 lbs.,--,Orthodox,6,4,0,10,205,198.12
1049,Rodrigo,Ruas,,"5' 10""",185 lbs.,--,Orthodox,4,5,1,10,185,177.8
1050,Federico,Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,5,5,0,10,139,162.56
1051,Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5,5,0,10,125,165.1
1052,Mal,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,5,0,10,265,170.18
1053,Dave,Courchaine,,"5' 8""",170 lbs.,--,,5,5,0,10,170,172.72
1054,Kenneth,Alexander,The Machine,"5' 9""",155 lbs.,--,Orthodox,5,5,0,10,155,175.26
1055,Antonio,Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0,10,205,175.26
1056,Stephen,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,10,145,182.88
1057,Kazunari,Murakami,,"6' 1""",220 lbs.,--,Orthodox,5,5,0,10,265,185.42
1058,Brian,Johnston,,"6' 3""",230 lbs.,--,Orthodox,5,5,0,10,265,190.5
1060,Danny,Abbadi,The Assassin,"5' 11""",155 lbs.,--,Orthodox,4,6,0,10,155,180.34
1061,Kailin,Curran,,"5' 4""",115 lbs.,"65.0""",Orthodox,4,6,0,10,115,162.56
1062,Chris,Yee,,"5' 9""",185 lbs.,--,,4,6,0,10,185,175.26
1063,Kenneth,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,6,0,10,185,182.88
1064,Rick,Roufus,,"6' 0""",207 lbs.,--,Southpaw,4,6,0,10,265,182.88
1065,Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,10,265,182.88
1066,Joe,Pardo,,"6' 1""",210 lbs.,--,Southpaw,4,6,0,10,265,185.42
1067,Wesley,Little,,"6' 4""",205 lbs.,--,,4,6,0,10,205,193.04
1068,Scott,Bessac,,"6' 4""",245 lbs.,--,,4,6,0,10,265,193.04
1069,Taylor,Roberts,,"5' 11""",170 lbs.,--,,3,7,0,10,170,180.34
1070,Cody,Sons,,"5' 9""",205 lbs.,--,,3,7,0,10,205,175.26
1071,Min Soo,Kim,,"6' 1""",255 lbs.,--,Southpaw,3,7,0,10,265,185.42
1072,Masaaki,Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1,10,265,185.42
1074,Rickson,Gracie,,"5' 10""",185 lbs.,--,Switch,11,0,0,11,185,177.8
1075,Trevin,Giles,,"6' 0""",185 lbs.,"74.0""",Orthodox,11,0,0,11,185,182.88
1076,Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0,11,265,190.5
1077,Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10,1,0,11,135,177.8
1078,Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs.,--,Southpaw,10,1,0,11,145,177.8
1079,Shane,Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,10,1,0,11,145,180.34
1080,Damon,Jackson,The Leech,"5' 11""",145 lbs.,"71.0""",Switch,9,1,1,11,145,180.34
1081,Ian,Heinisch,The Hurricane,"5' 11""",185 lbs.,--,Orthodox,10,1,0,11,185,180.34
1082,Polyana,Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,10,1,0,11,115,165.1
1083,Mark,De La Rosa,Bumblebee,"5' 6""",135 lbs.,"65.0""",Orthodox,10,1,0,11,135,167.64000000000001
1084,Gavin,Tucker,Guv'Nor,"5' 6""",145 lbs.,"66.0""",Southpaw,10,1,0,11,145,167.64000000000001
1085,Ji Yeon,Kim,Firefist,"5' 7""",125 lbs.,"72.0""",Orthodox,8,1,2,11,125,170.18
1086,Alex,Gilpin,,"5' 7""",145 lbs.,--,,10,1,0,11,145,170.18
1087,Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,,10,1,0,11,145,175.26
1088,Alexander,Hernandez,The Great,"5' 9""",155 lbs.,"72.0""",Orthodox,10,1,0,11,155,175.26
1089,Drakkar,Klose,,"5' 9""",155 lbs.,"70.0""",Orthodox,9,1,1,11,155,175.26
1090,Austin,Tweedy,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,10,1,0,11,155,175.26
1091,Eryk,Anders,Ya Boi,"6' 1""",185 lbs.,"75.0""",Southpaw,10,1,0,11,185,185.42
1092,Markus,Perez,Maluko,"6' 1""",185 lbs.,"73.0""",Orthodox,10,1,0,11,185,185.42
1093,Oscar,Cota,Elevation,"6' 2""",230 lbs.,--,Orthodox,10,1,0,11,265,187.96
1094,Augusto,Sakai,,"6' 3""",255 lbs.,--,,9,1,1,11,265,190.5
1095,Aleksandar,Rakic,,"6' 4""",205 lbs.,"78.0""",Orthodox,10,1,0,11,205,193.04
1096,Curtis,Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,10,1,0,11,265,193.04
1097,Adam,Wieczorek,Siwy,"6' 5""",250 lbs.,"81.0""",Orthodox,10,1,0,11,265,195.57999999999998
1099,Nasrat,Haqparast,,"5' 10""",155 lbs.,"72.0""",Southpaw,9,2,0,11,155,177.8
1100,Carlos Eduardo,Rocha,Ta Danado,"5' 10""",170 lbs.,"70.0""",Orthodox,9,2,0,11,170,177.8
1101,Vincent,Eazelle,The Real Deal,"5' 11""",155 lbs.,--,,9,2,0,11,155,180.34
1102,Claudio,Puelles,El Nino,"5' 11""",155 lbs.,"72.0""",Southpaw,9,2,0,11,155,180.34
1103,Geoff,Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,9,2,0,11,170,180.34
1104,Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,"73.0""",Orthodox,9,2,0,11,170,180.34
1105,Justin,Jones,Lazybones,"5' 11""",185 lbs.,"78.0""",Orthodox,9,2,0,11,185,180.34
1106,Kwan,Ho Kwak,,"5' 5""",135 lbs.,"70.0""",Switch,9,2,0,11,135,165.1
1107,Andrea,Lee,KGB,"5' 6""",125 lbs.,"69.0""",Orthodox,9,2,0,11,125,167.64000000000001
1108,Tyler,Diamond,,"5' 7""",145 lbs.,"69.0""",Orthodox,9,2,0,11,145,170.18
1109,Joey,Gambino,The Raging Warrior,"5' 7""",145 lbs.,--,Orthodox,9,2,0,11,145,170.18
1110,Dan,Ige,Dynamite,"5' 7""",145 lbs.,"71.0""",Orthodox,9,2,0,11,145,170.18
1111,Dashon,Johnson,Flyboy,"5' 7""",145 lbs.,"70.0""",Orthodox,9,2,0,11,145,170.18
1112,Mike,Wilkinson,The Warrior,"5' 7""",145 lbs.,"68.0""",,9,2,0,11,145,170.18
1113,Wu,Yanan,Mulan,"5' 8""",135 lbs.,"66.0""",Orthodox,9,2,0,11,135,172.72
1114,Sheymon,Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,9,2,0,11,145,172.72
1115,Noad,Lahat,Neo,"5' 9""",145 lbs.,"69.0""",Orthodox,9,2,0,11,145,175.26
1116,Devin,Clark,Brown Bear,"6' 0""",205 lbs.,"75.0""",Orthodox,9,2,0,11,205,182.88
1117,Josh,Copeland,Cuddly Bear,"6' 1""",265 lbs.,"75.0""",Orthodox,9,2,0,11,265,185.42
1118,Lee,Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8,2,1,11,185,190.5
1119,Alberto,Uda,,"6' 3""",185 lbs.,"77.0""",Orthodox,9,2,0,11,185,190.5
1120,Erick,Sanchez,,"5' 10""",145 lbs.,--,,8,3,0,11,145,177.8
1121,Michel,Quinones,El Capo,"5' 10""",155 lbs.,"73.0""",Orthodox,8,3,0,11,155,177.8
1122,John,Cholish,,"5' 11""",155 lbs.,"72.0""",Orthodox,8,3,0,11,155,180.34
1123,David,Douglas,Tarzan,"5' 11""",155 lbs.,--,,8,3,0,11,155,180.34
1124,William,Patolino,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,8,3,0,11,170,180.34
1125,Murad,Chunkaiev,,"5' 11""",185 lbs.,--,Orthodox,8,3,0,11,185,180.34
1126,Nick,Garcia,Nitro,"5' 4""",125 lbs.,--,,8,3,0,11,125,162.56
1127,Kin,Moy,Kong,"5' 5""",135 lbs.,--,,8,3,0,11,135,165.1
1128,Brian,Davidson,,"5' 6""",145 lbs.,--,,8,3,0,11,145,167.64000000000001
1129,Maryna,Moroz,Iron Lady,"5' 7""",115 lbs.,"67.0""",Orthodox,8,3,0,11,115,170.18
1130,Cindy,Dandois,Battle Cat,"5' 7""",135 lbs.,"68.0""",Orthodox,8,3,0,11,135,170.18
1131,Lina,Lansberg,Elbow Queen,"5' 7""",135 lbs.,"65.0""",Orthodox,8,3,0,11,135,170.18
1132,Kyle,Bochniak,Crash,"5' 7""",145 lbs.,"70.0""",Orthodox,8,3,0,11,145,170.18
1133,Alfred,Khashakyan,The Fearless,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0,11,135,172.72
1134,Mike,Lullo,,"5' 8""",145 lbs.,--,Orthodox,8,3,0,11,145,172.72
1135,Joe,Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7,3,1,11,155,172.72
1136,Klayton,Mai,,"5' 9""",125 lbs.,--,,8,3,0,11,125,175.26
1137,Chance,Farrar,,"5' 9""",145 lbs.,--,Southpaw,8,3,0,11,145,175.26
1138,Stephen,Ledbetter,,"5' 9""",145 lbs.,--,Orthodox,8,3,0,11,145,175.26
1139,Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,8,3,0,11,145,175.26
1140,Megan,Anderson,,"6' 0""",145 lbs.,"73.0""",Orthodox,8,3,0,11,145,182.88
1141,Danny,Downes,,"6' 0""",155 lbs.,"72.0""",Orthodox,8,3,0,11,155,182.88
1142,Don,Madge,The Magic Man,"6' 0""",155 lbs.,--,,7,3,1,11,155,182.88
1143,Garett,Whiteley,Goodnight,"6' 0""",155 lbs.,"72.0""",Orthodox,8,3,0,11,155,182.88
1144,Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8,3,0,11,170,182.88
1145,Chad,Leonhardt,The Boss,"6' 0""",170 lbs.,--,,8,3,0,11,170,182.88
1146,Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,"73.0""",Orthodox,8,3,0,11,185,182.88
1147,Darren,Stewart,The Dentist,"6' 0""",185 lbs.,"74.0""",Orthodox,8,3,0,11,185,182.88
1148,Francisco,France,Kiko,"6' 0""",205 lbs.,--,,7,3,1,11,205,182.88
1149,Michael,McBride,,"6' 1""",155 lbs.,"75.0""",Orthodox,8,3,0,11,155,185.42
1150,Cale,Yarbrough,,"6' 1""",185 lbs.,--,Orthodox,8,3,0,11,185,185.42
1151,David,Marshall,,"6' 2""",170 lbs.,--,,8,3,0,11,170,187.96
1152,Andy,Enz,Lionheart,"6' 3""",185 lbs.,"78.0""",Orthodox,8,3,0,11,185,190.5
1153,James,Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0,11,205,193.04
1154,Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,8,3,0,11,185,198.12
1158,Seth,Dikun,,"5' 10""",135 lbs.,"69.0""",Orthodox,7,4,0,11,135,177.8
1159,Zak,Bucia,,"5' 10""",170 lbs.,--,,7,4,0,11,170,177.8
1160,Cesar,Arzamendia,Goku,"5' 11""",155 lbs.,"71.0""",,7,4,0,11,155,180.34
1161,Trey,Houston,,"5' 11""",185 lbs.,--,,7,4,0,11,185,180.34
1162,Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,7,4,0,11,265,180.34
1163,Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,7,4,0,11,115,162.56
1164,Ning,Guangyou,Smasher,"5' 4""",145 lbs.,"64.0""",Southpaw,6,4,1,11,145,162.56
1165,Rafael,Rebello,Rafinha,"5' 5""",135 lbs.,"67.0""",Orthodox,7,4,0,11,135,165.1
1166,Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,7,4,0,11,135,165.1
1167,Merab,Dvalishvili,,"5' 6""",135 lbs.,"68.0""",Orthodox,7,4,0,11,135,167.64000000000001
1168,John,Cofer,The Potter,"5' 9""",155 lbs.,"73.0""",Southpaw,7,4,0,11,155,175.26
1169,Andre,Amado,Dida,"6' 0""",154 lbs.,--,Orthodox,6,4,1,11,154,182.88
1170,James,Wilks,Lightning,"6' 1""",170 lbs.,"75.0""",Orthodox,7,4,0,11,170,185.42
1171,Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,"72.0""",Orthodox,7,4,0,11,185,187.96
1172,Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,7,4,0,11,185,190.5
1173,Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,11,265,190.5
1174,Chase,Gormley,,"6' 3""",265 lbs.,--,Orthodox,7,4,0,11,265,190.5
1175,Alex,Nicholson,The Spartan,"6' 4""",185 lbs.,"81.0""",Orthodox,7,4,0,11,185,193.04
1176,Matt,Van Buren,Gutter,"6' 5""",205 lbs.,"76.0""",,7,4,0,11,205,195.57999999999998
1178,Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6,5,0,11,145,160.02
